,passenger_count,year,month,day,dayofweek,hour,minute,second,distance
8535,1,2012,9,5,2,10,32,0,6.835543786771925
3748,1,2010,1,20,2,20,49,0,5.631803645008146
7659,1,2010,4,9,4,11,55,0,0.5310034098634931
3352,1,2014,5,25,6,21,26,50,1.1994250567664573
14677,2,2011,4,25,0,23,15,29,3.7656501803242417
13611,2,2010,4,21,2,13,52,0,1.1635856002705622
6004,1,2010,2,21,6,2,47,35,1.4915322731339462
1086,1,2012,7,9,0,6,22,49,2.4211979384532216
12363,6,2011,11,17,3,12,28,0,0.7238647707366338
15307,6,2014,6,21,5,14,15,0,1.4449887215166775
5128,4,2012,7,4,2,20,41,0,1.5945881118676164
12124,1,2010,7,3,5,13,31,0,0.8124744053965914
7534,1,2014,4,21,0,21,27,0,2.2631437655260016
15470,3,2009,5,30,5,22,20,0,1.835245941919221
2525,2,2010,6,25,4,16,22,32,9.922583737083833
2260,2,2014,2,27,3,12,49,0,0.35768280213416354
178,1,2013,4,12,4,4,39,51,2.8509531571714204
1701,4,2012,9,22,5,16,23,39,3.6118894345233388
13027,1,2014,8,8,4,10,46,0,1.79030336123411
7079,1,2015,5,7,3,11,42,7,1.143617082125107
6669,1,2015,3,10,1,12,17,54,1.0660901556349656
8601,1,2014,1,24,4,8,4,6,2.7044296180343745
10898,4,2010,10,22,4,16,59,0,10.235547003226529
8574,4,2010,3,28,6,14,34,0,4.354859001032305
3015,3,2014,9,27,5,0,41,0,4.316386233458313
11121,1,2014,2,6,3,11,28,53,1.129310752866066
1824,1,2014,12,17,2,6,53,25,1.3189939050251518
11946,1,2014,12,6,5,13,28,0,6.27372010724812
15166,1,2010,10,18,0,21,4,0,0.9601674299048722
2501,5,2010,12,6,0,20,13,0,2.0308812947314157
3901,1,2010,10,5,1,9,5,0,1.2999559505656388
2630,1,2012,1,21,5,6,21,19,0.46316791652824824
2739,1,2013,6,13,3,9,42,42,1.144664122115552
635,1,2011,11,5,5,23,43,58,2.9340812417548747
450,1,2013,12,4,2,18,13,0,2.230546795620479
125,1,2013,5,10,4,16,39,8,1.0435567125420713
2608,1,2014,5,11,6,19,9,16,1.2625514674107035
11093,1,2014,11,11,1,14,13,0,0.728195079294482
1741,1,2010,4,29,3,13,31,0,6.053308670583397
19,1,2014,12,6,5,20,36,22,0.24771870546827687
4303,1,2011,8,23,1,16,3,0,1.2623001367325357
3353,1,2015,5,20,2,15,51,57,1.2649516615128589
6374,1,2011,4,4,0,20,18,27,1.065371853943237
1555,1,2010,4,1,3,8,43,7,0.9959076125415199
1737,1,2011,7,23,5,0,7,22,0.635504332531831
13279,1,2013,8,24,5,15,50,0,2.0384853645708056
2947,2,2013,1,29,1,21,57,51,1.4013956680593278
12474,1,2015,1,18,6,10,29,9,0.5856826618832073
7089,1,2010,8,20,4,8,22,0,1.0971971635216935
12054,1,2009,2,5,3,11,29,5,1.4040206398236408
5736,1,2013,5,1,2,20,48,13,0.8657317720292376
7611,1,2015,1,3,5,0,27,23,2.4155318181651957
7313,1,2014,2,2,6,1,30,0,0.32493419039054183
11072,1,2012,4,8,6,19,20,29,1.0511674018168573
10748,1,2013,9,7,5,20,2,0,1.909756584657992
13068,1,2014,2,27,3,15,0,0,0.6889639772773837
12282,1,2014,8,24,6,8,56,12,1.103635719261018
2106,2,2012,1,7,5,9,52,52,0.5990901958275573
2967,1,2014,12,22,0,20,12,53,1.4651719121055096
14325,5,2011,3,29,1,12,22,0,0.4230514253067939
6163,1,2014,10,7,1,15,11,59,5.420325406460977
9635,1,2013,3,8,4,14,26,0,0.8514264683728459
3049,1,2013,6,26,2,17,20,0,0.4798585045597731
10013,1,2011,2,19,5,13,21,0,3.454080664803104
14080,1,2013,9,16,0,7,34,0,5.641831108184661
2431,1,2012,3,12,0,22,26,0,1.2198966853948792
10476,1,2015,4,23,3,17,0,18,0.38585372567177145
3650,1,2010,5,17,0,16,18,7,1.4083848942474408
2208,1,2014,11,11,1,12,41,4,0.7178737832844696
9373,1,2013,3,3,6,0,36,0,3.891091697726612
2043,1,2009,6,14,6,21,42,2,0.4769159738044537
15796,1,2013,9,23,0,21,13,0,1.9263494455047792
9542,1,2014,5,22,3,19,11,0,2.2959287561968034
7049,1,2009,1,4,6,4,0,57,8.499564575214357
11630,1,2012,7,12,3,15,50,2,2.0041607908129198
6365,1,2014,10,13,0,10,29,0,1.1711310897902636
11381,1,2011,6,12,6,19,41,0,7.921942882880481
9727,1,2012,1,20,4,9,37,23,1.6911151329414271
4720,5,2009,2,11,2,17,26,0,0.5746058475505763
5752,1,2012,12,13,3,18,15,0,0.20299865783787416
12487,1,2015,4,21,1,22,5,55,1.4321635723427368
10887,1,2011,11,8,1,9,42,42,1.2590010954899984
9013,1,2011,12,1,3,23,33,0,4.335190880099544
14091,2,2010,2,20,5,15,45,2,0.7802920731003474
7265,1,2013,2,5,1,23,46,52,2.233091169213138
5339,1,2011,10,9,6,17,5,53,0.733458666581586
12297,1,2013,9,21,5,10,43,28,0.5915194150604041
10850,1,2009,3,9,0,20,23,46,0.7802676391483877
13672,3,2009,8,26,2,11,39,0,1.1292859051592112
2276,2,2014,3,22,5,20,26,0,0.7751326634075058
11586,1,2014,3,18,1,17,6,38,1.0279768039817638
9481,1,2011,2,8,1,9,14,0,1.3008215516982815
13977,1,2013,1,24,3,20,29,25,0.765865053304037
11028,1,2009,5,23,5,11,1,25,1.3026037026754085
7150,2,2014,11,4,1,22,44,0,0.9642691639194946
5375,1,2009,4,17,4,17,54,28,0.7739624894036775
15288,1,2011,7,19,1,15,26,0,0.6069603291754513
5451,1,2015,4,19,6,8,40,44,0.8244168504004074
11327,1,2013,4,13,5,21,41,37,3.0004336608112956
8413,1,2009,11,11,2,21,51,7,0.7855266234391869
4018,6,2013,1,23,2,17,9,0,1.4624503207885657
12356,1,2011,3,20,6,3,22,35,4.264645752568184
6597,1,2012,11,3,5,0,5,33,4.370841807952681
11660,1,2011,2,1,1,21,30,0,0.9406383313018869
12086,1,2010,1,1,4,16,39,40,2.452803400419664
1830,1,2013,4,1,0,20,58,0,3.952520949764051
14418,1,2012,5,23,2,22,15,0,3.2152600706029477
11264,1,2010,2,22,0,1,47,17,2.71991023916162
164,1,2012,8,28,1,12,29,40,2.4955561372910875
3378,2,2010,9,20,0,19,54,10,3.276834096014704
3281,1,2009,3,26,3,12,7,0,3.5955236921424705
266,2,2014,5,9,4,9,42,16,3.9013079102209423
4432,1,2015,1,19,0,18,7,19,3.7713368283091397
11104,1,2014,9,10,2,18,43,0,0.7598759343120708
15016,1,2010,11,5,4,22,18,0,9.21849537695793
10392,1,2014,9,25,3,13,56,0,3.1827365237698273
15156,1,2009,2,5,3,21,5,55,1.7025830402100002
798,1,2012,2,12,6,15,18,0,12.14441384376542
8630,1,2009,3,14,5,10,52,27,1.2137027934598614
13762,2,2011,8,2,1,20,48,0,1.3553227142147664
14327,1,2013,8,2,4,0,21,35,2.227671819006712
8217,1,2010,6,24,3,18,42,0,6.1307590686509235
15601,1,2011,11,10,3,12,26,0,1.8745582595896793
10790,1,2015,4,3,4,16,28,59,2.7933591567631324
1476,1,2011,2,22,1,8,48,34,0.7232426949393459
5271,2,2009,9,27,6,0,20,18,2.0045592989850047
9130,1,2011,5,17,1,18,31,0,1.1662916216151091
2057,1,2011,8,26,4,18,34,14,6.594730973581189
3170,1,2010,4,15,3,20,20,43,0.7700501380535266
3965,2,2011,1,8,5,9,39,7,2.1287622333928704
14393,6,2012,12,26,2,12,1,0,4.955998659930831
13708,1,2013,12,22,6,14,42,47,1.0287251824899986
9068,1,2009,1,5,0,0,20,14,8.028417149630181
11799,2,2011,10,30,6,0,13,32,4.88300332940831
12910,1,2010,5,16,6,11,18,0,3.2501598942616847
15988,5,2009,12,17,3,7,50,0,0.8430128710771345
944,3,2013,6,17,0,16,42,54,0.9319103116494662
823,1,2010,5,22,5,19,26,0,1.2519991090954659
12854,1,2009,12,1,1,20,31,19,1.843898412612616
2965,1,2011,6,18,5,11,4,0,1.8257936648477235
13610,1,2010,1,7,3,15,56,0,0.6360892128616862
11994,1,2011,1,21,4,13,48,0,2.2313946656060724
11163,1,2009,11,22,6,14,12,15,0.5548313546813964
12772,6,2013,12,31,1,22,18,0,6.177450451855118
11485,1,2014,6,11,2,6,4,16,1.1633942058430033
15602,1,2013,10,27,6,13,12,21,1.4835632486156873
9818,1,2011,10,3,0,8,47,26,1.3916786595125905
1650,6,2013,1,24,3,10,15,0,0.41397930474551414
6077,1,2013,2,17,6,10,17,43,1.243659232805068
6063,1,2014,9,3,2,18,46,14,7.237472535225279
12819,1,2009,4,17,4,23,19,29,1.8376792435939744
7948,1,2012,6,9,5,11,40,3,0.5647907840655956
8033,1,2015,3,16,0,20,24,9,1.677048103412296
13134,1,2015,1,16,4,17,59,9,1.4278895818012496
11297,1,2010,5,5,2,15,38,0,0.9029966769936987
9456,1,2013,8,23,4,13,43,0,2.4288509615707485
6758,1,2014,9,7,6,2,22,0,2.0285254367445376
13641,1,2011,10,25,1,16,2,0,0.8851200885011644
6961,1,2014,6,26,3,21,32,0,3.4366963943372033
13075,1,2012,7,5,3,16,55,0,6.9763240100456
6656,1,2013,1,5,5,18,46,0,0.7826523410143097
5084,1,2009,12,10,3,20,41,29,1.1977761185724203
6681,3,2014,11,10,0,12,20,0,0.5493195819978212
11139,2,2011,7,27,2,4,19,18,4.6989454385838085
11955,1,2011,10,17,0,18,55,0,1.8981036037904375
14063,3,2010,12,31,4,13,25,30,0.905504615786259
2880,2,2014,10,24,4,0,47,40,0.7913061316917002
7168,2,2011,7,10,6,17,22,57,0.466864203879179
13604,1,2010,4,29,3,12,6,0,0.7676960506339566
8979,1,2010,1,15,4,15,30,31,1.4240658592484399
7233,1,2014,4,8,1,3,52,58,1.3296381877978587
14841,2,2013,7,13,5,15,37,17,1.724913484094966
7762,1,2014,11,10,0,13,37,36,0.8079923100241635
7120,1,2015,3,27,4,17,3,54,0.9952948198111904
372,1,2012,2,3,4,1,55,19,2.4688426303456743
10577,1,2014,4,4,4,2,20,0,4.973850221542026
1173,6,2012,9,24,0,21,31,0,0.41662263853283427
9715,1,2009,9,21,0,18,37,35,0.43979557054680757
10601,2,2010,9,20,0,23,23,31,4.581779710679159
7721,1,2011,10,8,5,14,34,0,6.072218532362007
8361,1,2013,2,13,2,22,36,32,0.6505587010794037
633,1,2013,1,21,0,19,8,58,0.5221193990256294
11397,1,2015,1,4,6,0,52,17,3.3230730023573916
13358,2,2010,8,21,5,9,11,0,5.786449932723804
5566,2,2014,10,29,2,16,15,0,6.132608611400462
4906,1,2009,12,27,6,1,31,23,1.7779689553998776
2647,1,2014,3,13,3,19,26,15,0.2748372252890003
3861,1,2013,9,26,3,7,52,51,1.7674390121810415
2064,1,2012,6,30,5,1,42,38,1.6331343730886452
6749,1,2009,2,27,4,17,37,34,2.20472665555141
14326,1,2013,6,30,6,12,34,33,1.5054495222109634
4511,1,2015,6,27,5,12,20,45,0.5534738161350106
1885,3,2009,8,1,5,4,7,19,6.115952883709671
1976,2,2012,3,2,4,13,20,54,1.2781671486035553
4994,1,2013,9,26,3,18,18,11,1.2302865445307694
11347,1,2009,3,7,5,6,52,16,1.146718333247196
4816,1,2011,8,26,4,7,43,27,1.8822441104152063
5426,4,2014,4,3,3,8,28,0,1.67664942864136
15791,1,2009,6,24,2,23,12,0,0.9020808764365137
3458,3,2011,10,8,5,1,10,13,0.32351327650625766
6495,1,2011,3,22,1,19,41,29,0.8908593263658353
12284,1,2010,6,22,1,20,54,30,1.8911536529188522
13211,1,2013,9,9,0,17,44,0,2.8536829136389184
12081,1,2013,12,10,1,6,31,0,0.5088390079083694
15551,1,2010,8,9,0,6,7,10,12.342315889149559
14352,5,2009,4,16,3,3,11,0,3.1518277415727116
6932,1,2013,7,18,3,15,39,0,0.44997493402991506
8348,1,2014,1,23,3,18,12,0,0.14535018182824805
4586,1,2013,3,21,3,1,55,55,1.8694813127025647
10246,1,2009,10,27,1,9,9,25,0.8245029738428836
4702,1,2015,5,9,5,21,37,23,1.5380872526642686
7424,5,2014,7,14,0,9,1,0,0.2246997164162379
6400,6,2011,12,1,3,18,47,0,1.1500952663096566
8527,1,2014,4,13,6,23,51,16,5.8310073467797245
14359,1,2011,10,28,4,15,34,39,6.1527468814685236
10447,1,2010,8,31,1,15,0,0,1.3085790709348057
12044,1,2011,11,29,1,18,35,0,8.927714717377846
9264,1,2009,7,21,1,19,15,14,4.379117065618093
11416,1,2010,3,20,5,12,53,0,1.107504428670702
15280,1,2012,1,28,5,9,53,48,0.6928144871071392
13881,2,2009,6,7,6,0,13,8,2.787447461987097
10190,1,2014,8,2,5,21,1,58,1.5049842525545145
15686,1,2014,5,8,3,9,8,2,3.3861957378093352
1989,1,2013,10,22,1,20,28,1,3.9157805510982193
15609,1,2015,6,10,2,18,58,31,1.2834080517313022
10831,4,2011,12,23,4,23,7,0,1.6148985113386707
15498,2,2009,4,18,5,22,46,14,1.0748049188537614
12180,1,2011,7,28,3,4,3,9,0.9386770678449003
14288,1,2013,2,16,5,15,28,0,7.664902108416182
262,1,2015,4,30,3,14,7,57,1.2341196514850246
14520,2,2014,11,8,5,21,57,41,0.4199925539621903
5051,4,2014,3,9,6,16,32,0,0.31455989135315227
10263,2,2010,4,11,6,15,36,14,0.8407620638430153
6994,2,2009,9,29,1,22,25,0,1.553772333287491
584,1,2009,5,11,0,8,16,13,0.8790775029086497
2772,1,2009,6,21,6,4,11,0,0.8149671426123278
15448,1,2013,8,13,1,18,51,16,2.3028886342845665
9640,1,2009,2,23,0,15,43,15,1.0715731892858562
10897,1,2010,5,1,5,23,30,27,0.5923191036222654
9001,1,2009,6,7,6,10,7,0,0.9301393626328994
1271,1,2011,11,3,3,21,51,48,1.2993832854475718
5236,1,2010,12,31,4,12,32,0,5.126795128667435
83,1,2013,7,8,0,21,24,0,3.664937260440561
12419,2,2011,5,28,5,2,31,41,1.2922474081276911
6057,1,2010,7,19,0,9,20,0,2.6638577591542507
12820,1,2011,4,9,5,23,44,47,1.3711567118710168
8224,1,2010,8,30,0,22,8,0,0.5140121536741171
12442,1,2012,9,18,1,8,9,0,1.8810878425978694
12355,1,2009,3,21,5,0,56,54,1.965090785300261
4336,1,2010,7,25,6,3,4,40,1.837135673434144
11516,1,2013,2,27,2,21,11,4,1.2540790326606397
10801,1,2011,6,20,0,12,46,0,1.0917632077432542
10090,2,2013,2,3,6,2,19,53,1.1896767420250778
2822,1,2010,1,26,1,18,21,42,1.7478954722314222
13658,5,2012,9,20,3,20,27,0,0.3903333706589563
7727,1,2012,3,24,5,11,43,44,0.9753978391784869
9492,3,2011,11,6,6,21,0,0,2.258642289231663
4315,1,2015,2,22,6,12,36,51,0.5780506280764571
7884,5,2014,7,16,2,12,22,0,2.2365698518799144
2558,1,2012,7,6,4,22,23,20,1.182224839921208
15921,1,2014,8,11,0,22,15,31,0.6100935453809406
14791,2,2010,5,3,0,7,53,35,1.5084471178530279
2990,1,2009,8,21,4,13,30,36,3.286921624102345
7345,1,2015,2,25,2,10,14,4,0.4711939952339606
6854,1,2013,11,22,4,22,56,0,1.9737886962547642
3757,1,2013,5,20,0,17,29,0,0.6811280218392853
2891,5,2012,1,21,5,16,14,0,0.6809054332256262
2916,1,2010,4,23,4,16,15,23,1.8593554841247368
2024,1,2015,3,9,0,10,26,43,0.9984782545242615
5478,1,2009,3,11,2,21,0,19,0.6269340131969685
13122,3,2015,5,15,4,10,38,23,0.6205384899616595
12627,1,2010,12,12,6,17,9,0,0.9419999039118697
7307,5,2012,7,15,6,12,37,0,0.4379815641160432
255,1,2012,6,24,6,17,33,0,2.270726586277541
9780,2,2013,5,9,3,17,3,19,1.1502937959422008
10569,1,2014,12,11,3,15,24,0,1.760922901546691
2852,1,2011,1,21,4,15,54,0,1.9746239146848608
15515,1,2009,2,2,0,13,46,27,0.3643564976840502
3151,1,2009,5,3,6,4,56,32,0.41972925427254226
5158,1,2015,5,18,0,6,41,13,1.084760341242795
12065,1,2014,12,28,6,21,15,58,1.4114804453951955
2320,1,2012,2,4,5,23,8,23,1.2854059443654262
420,5,2013,12,9,0,9,16,0,0.4707413472605545
6392,1,2009,11,30,0,15,18,0,2.2871546485703718
12219,1,2010,9,29,2,16,6,0,10.01668168478347
13827,1,2010,2,3,2,8,45,19,2.061280096749227
9332,1,2010,9,30,3,15,48,28,0.9032419456722914
6819,1,2013,4,11,3,15,18,0,0.8067733947340356
6253,1,2014,6,3,1,16,9,0,7.868534336970595
5993,3,2010,6,19,5,8,2,8,0.9679391447875942
7864,1,2010,5,16,6,1,16,26,3.2435002305464233
4460,1,2012,5,21,0,21,24,20,1.1572277164729199
3514,1,2013,8,26,0,7,29,7,0.6435099261096433
11200,1,2014,9,13,5,17,50,28,2.315332096541892
3121,5,2011,11,16,2,13,43,0,1.1157363851492883
13818,1,2015,6,22,0,14,17,41,1.4889766234975863
11728,2,2011,6,17,4,18,20,20,7.318671811138931
7443,5,2014,5,27,1,12,4,0,1.7867323333682548
10266,1,2012,5,18,4,20,27,3,0.8683956776050266
10129,1,2014,9,20,5,8,39,0,3.338990551190592
15523,1,2014,12,27,5,1,15,0,0.16451163542033853
6090,1,2012,2,25,5,20,20,0,1.0938686558892283
221,1,2012,6,18,0,20,57,27,1.1301811944148283
8499,1,2009,7,28,1,12,47,36,0.8583468003023732
1771,3,2011,8,6,5,5,59,0,3.8207044653559503
11421,1,2011,2,15,1,2,34,0,0.9582914286728812
11492,1,2014,7,8,1,10,9,21,1.5639190831868333
1988,1,2012,6,27,2,10,3,34,2.0678750567817348
15361,1,2013,3,28,3,18,20,35,0.5680656894856032
756,1,2011,8,15,0,20,36,40,3.2659399083344947
10608,2,2009,11,13,4,21,3,6,1.4686621336652088
3340,1,2015,3,21,5,18,26,32,3.171077534172674
438,1,2014,5,20,1,13,15,0,1.0675864517308424
2165,1,2012,11,6,1,0,45,28,3.6900952650355343
6899,1,2009,3,23,0,12,46,21,1.501704214184097
8121,2,2013,12,24,1,19,24,0,2.2761776318314877
7756,2,2009,1,1,3,17,7,0,1.1555961229969527
12858,2,2012,10,22,0,6,59,3,5.686832280916472
14896,1,2011,12,28,2,19,11,0,0.634076389126708
8373,1,2013,12,12,3,8,28,9,1.3504202436334154
3307,1,2010,3,11,3,22,13,5,3.1888168100160286
3469,1,2012,1,31,1,3,30,38,3.87129266197294
10836,1,2010,3,8,0,10,2,38,4.965881158040928
14642,1,2009,8,29,5,21,34,24,1.1642341993127452
5513,2,2011,4,26,1,13,59,4,2.4997131256377445
3305,5,2012,8,26,6,14,56,0,2.1501105896378165
14691,2,2009,12,11,4,22,51,38,1.6364217954799127
8945,1,2013,1,14,0,14,30,0,0.5324097633105322
15194,1,2010,11,14,6,23,24,41,0.7561439646553392
521,1,2014,7,12,5,13,17,34,0.4499633519409089
11391,1,2013,9,29,6,7,5,51,0.9056472870902792
12243,1,2011,2,14,0,10,47,44,0.7077172579814274
10771,1,2014,4,3,3,22,20,54,2.6714794733409164
3126,5,2011,11,7,0,15,33,0,7.605604171850968
13546,1,2013,11,29,4,7,39,0,9.803322895654748
7697,1,2013,4,6,5,0,3,0,2.288525897808337
15623,1,2011,4,26,1,15,14,3,1.0825368569677434
2192,1,2010,10,28,3,8,21,4,4.046152880021772
12425,2,2014,4,18,4,23,38,0,2.662211132937881
3424,5,2010,3,27,5,9,20,0,0.9377649873826566
2867,1,2014,1,25,5,17,16,0,0.8068947234755475
2586,1,2011,4,12,1,12,44,8,0.8406047060771794
14460,1,2013,4,25,3,22,10,5,0.9178005711795277
7765,1,2015,3,1,6,0,24,55,3.6512674617804985
11248,1,2014,9,22,0,12,28,5,3.885347249969995
13293,1,2015,2,15,6,11,15,55,6.776679866231915
5193,1,2015,2,7,5,16,21,7,0.24332219872119817
2274,1,2011,3,9,2,10,0,0,1.401741220629146
12028,2,2009,8,15,5,16,15,40,0.8400232744022519
9244,1,2012,8,9,3,18,31,13,3.0441160082162844
3256,1,2010,12,14,1,21,50,18,1.1879056724941661
10685,1,2009,7,10,4,20,28,33,0.918517997927327
611,1,2014,2,12,2,8,4,10,0.6058639314311586
5725,1,2014,9,20,5,3,13,47,2.2395144252835366
280,1,2011,12,7,2,19,40,21,0.7033594032300585
1430,3,2009,7,4,5,23,23,36,3.1842844367285688
5848,1,2013,6,7,4,20,0,37,1.3500892832569118
9904,1,2011,4,26,1,14,46,0,2.0266673062610003
13026,1,2014,2,4,1,19,58,0,3.4544340910373164
12168,1,2013,11,1,4,16,9,0,0.8425702892846136
5996,6,2012,10,6,5,12,43,0,1.4754010122746644
13482,5,2012,2,24,4,15,21,0,2.33867675063903
755,5,2011,1,22,5,23,24,0,1.6691387345849624
9805,3,2012,3,26,0,9,0,0,1.7617690014126208
15169,1,2012,8,30,3,12,17,48,1.7133623938022673
969,1,2011,10,26,2,23,0,42,1.7896962423153107
8246,2,2009,2,21,5,16,3,0,3.796649985940281
4184,1,2013,6,22,5,13,47,0,0.6211498888987731
9317,1,2012,3,25,6,19,15,0,3.497239255095349
8435,1,2009,8,4,1,22,54,0,0.685096181672255
13266,1,2014,1,28,1,12,50,0,1.4523308852889325
11708,2,2011,5,28,5,22,59,22,1.5300688566270202
1018,1,2014,9,21,6,15,0,52,4.362636860967369
2658,1,2010,12,22,2,15,48,48,0.6411465033094867
651,2,2010,11,4,3,17,49,53,3.4947174579316678
12955,1,2011,6,2,3,2,9,16,0.9412698821933032
15759,2,2009,5,17,6,13,26,0,0.6809992228387436
2023,2,2013,8,13,1,9,53,0,3.332122702089334
3037,1,2013,1,23,2,12,53,0,2.910099768792008
12018,1,2010,3,13,5,10,7,0,0.5758072069824232
7838,1,2012,6,21,3,13,0,0,1.0990915151464946
16043,2,2011,11,17,3,10,58,5,1.0912934885583423
2317,1,2009,5,3,6,14,50,7,2.06471590322358
597,5,2012,12,24,0,23,12,0,2.671304152942146
12917,1,2010,6,3,3,0,17,0,0.5375544168666929
8612,3,2010,9,11,5,19,40,0,0.7363353852052844
7133,1,2014,1,8,2,15,0,0,2.5545287730180952
1816,1,2011,7,12,1,13,50,0,0.8789019705864922
11776,1,2013,10,25,4,7,46,41,0.47888233300163136
8735,1,2014,8,19,1,19,48,0,7.514490085516076
15249,1,2012,8,8,2,22,57,0,1.7571950498187399
1891,2,2013,4,14,6,4,30,0,1.5948063514347643
4243,1,2011,1,30,6,15,41,32,0.959810634194599
8182,1,2014,4,16,2,19,5,1,2.754636403587577
7867,1,2014,4,23,2,21,2,2,0.6460011766350122
2481,1,2010,10,15,4,19,40,15,1.6832354060955506
11178,1,2015,3,10,1,16,4,23,0.34219105874352873
4741,1,2014,6,26,3,2,21,36,5.084850193170086
15046,1,2011,3,31,3,23,15,35,1.8693074541379644
7266,1,2013,7,19,4,13,2,2,0.846251542355255
12671,1,2011,9,27,1,15,59,0,1.8222485102733637
8012,1,2014,12,12,4,8,43,0,0.9967424663219331
3801,3,2011,8,23,1,10,0,0,2.380043647074143
7985,1,2009,6,11,3,13,44,52,1.9601025355652058
9550,1,2012,4,15,6,5,24,4,1.715839221831175
11160,2,2010,1,15,4,20,11,0,1.834807279272823
11659,1,2010,7,27,1,17,43,27,2.0426415375687275
13148,2,2014,4,11,4,11,2,0,3.726832197124293
14921,1,2014,10,18,5,17,19,0,1.3691965580202994
10354,1,2011,4,27,2,11,46,26,1.2754201994035288
4723,2,2014,11,24,0,3,6,0,3.6729827718239694
2551,1,2014,4,18,4,18,54,0,2.3021336607123457
7141,5,2011,2,12,5,13,49,0,1.5958756027692753
9610,1,2013,10,22,1,17,38,55,4.572419165954736
11210,6,2014,9,9,1,1,23,0,1.0921591997168483
11773,2,2013,11,21,3,7,59,40,1.522245508486407
13593,1,2011,8,22,0,10,19,0,1.6848101725590465
8002,1,2010,10,23,5,0,5,0,1.125082991342289
12835,1,2010,3,6,5,7,43,15,1.3159038964604495
5156,2,2011,10,9,6,13,25,51,2.1649378826067056
7638,2,2010,8,28,5,19,54,16,3.064861329781274
15871,1,2011,3,15,1,4,35,57,6.069271156740811
10643,5,2014,4,5,5,8,36,0,1.2312670549838007
11683,2,2012,9,21,4,17,29,53,0.8937832875409222
5139,1,2009,9,9,2,9,35,8,1.529625256792899
8293,1,2011,3,21,0,8,19,31,1.1643426173266163
10602,1,2013,12,26,3,14,29,2,1.061228574967564
14497,1,2012,8,5,6,15,54,0,0.4656137316177754
9517,1,2011,6,9,3,9,51,26,1.1006942684717458
7070,1,2011,11,21,0,8,16,55,1.1462874921173944
8696,2,2012,9,13,3,9,10,0,0.651424613557939
8023,1,2012,2,4,5,20,24,32,2.1281856323284423
1251,1,2015,4,18,5,19,51,9,0.6798899476258099
6424,1,2015,1,15,3,18,9,23,0.4628572757601776
15097,1,2010,6,25,4,7,25,4,2.2112349191204395
10191,1,2009,6,23,1,9,14,42,0.7158435247636519
8690,1,2012,6,12,1,3,51,0,0.7463763807300353
9462,2,2009,2,21,5,12,3,0,0.7097857791765049
15770,1,2012,12,5,2,19,16,0,5.330534476366798
11887,5,2011,4,28,3,14,53,0,0.9947036322908182
5963,1,2011,1,26,2,0,51,50,5.087454427840609
7647,1,2011,8,31,2,0,17,0,1.9369777591932555
8932,1,2014,2,16,6,2,17,24,0.8074556137177558
13790,1,2012,10,1,0,18,8,5,2.141210960956
13553,5,2011,3,26,5,17,16,0,0.4599079318081757
4340,1,2014,1,24,4,14,29,37,0.43648545516493736
8312,1,2011,10,10,0,5,59,5,2.181485698664601
6599,1,2012,1,15,6,23,13,0,1.312244112905292
6269,1,2010,6,3,3,22,20,9,3.619236258677391
11166,6,2011,5,22,6,1,23,0,1.1227084485879595
11010,1,2012,12,28,4,13,24,0,0.5936676170304624
5732,2,2014,4,13,6,10,17,19,5.658107097995665
6330,5,2014,1,27,0,20,0,0,0.8374768349246322
6580,1,2011,3,10,3,20,37,0,2.2092690107310746
10726,1,2013,1,14,0,10,57,0,1.699337621873805
5030,1,2010,10,10,6,17,33,55,2.6096451260774574
14452,1,2013,1,2,2,8,44,0,1.1232017423747525
1358,5,2009,9,16,2,9,6,0,1.6226342702577523
6025,2,2010,7,13,1,19,48,27,0.4644500259615662
8739,5,2015,2,8,6,2,2,21,1.3136568906817288
229,1,2010,11,16,1,19,40,0,0.6236351933696911
9414,2,2014,10,13,0,21,6,0,1.9624391188514623
7614,1,2013,9,14,5,14,14,0,0.9165820638345573
709,1,2012,7,9,0,7,54,34,8.824422461174352
3551,1,2009,1,24,5,4,47,0,6.669501558042714
12692,3,2013,7,21,6,2,35,0,1.2356072250990244
4322,1,2012,5,24,3,20,32,23,2.8689426526220534
1102,1,2012,10,22,0,21,7,3,5.376975292702179
6691,1,2011,2,27,6,4,21,0,0.7065139288549332
8796,5,2009,8,17,0,20,28,0,4.452276043053243
10241,1,2010,6,14,0,18,21,3,0.43378023634526297
12827,1,2012,12,26,2,11,11,48,1.7355329590200619
6873,2,2009,12,4,4,0,16,0,1.5181146664803562
15429,1,2014,12,11,3,10,2,6,1.0398182605292314
3755,1,2009,11,10,1,9,56,0,4.040428787353046
14360,5,2012,12,22,5,1,25,0,2.0881208066371877
13323,2,2010,12,5,6,0,53,0,2.116171535824675
4541,1,2013,4,1,0,16,44,0,0.6615214868381097
14086,1,2012,5,16,2,20,53,41,0.9510902338992188
11191,1,2009,5,31,6,16,37,47,1.43144551494069
2645,6,2012,4,29,6,16,54,0,5.809607358915666
10875,2,2010,3,14,6,19,38,53,0.7301919911874701
10342,5,2013,12,27,4,14,10,0,0.6913535837690646
9118,6,2015,2,16,0,19,35,45,2.5400501021668047
4693,1,2013,7,11,3,19,5,21,8.583084168258475
10891,1,2013,2,22,4,19,54,0,1.3452225791511345
6147,3,2015,2,4,2,19,15,52,1.5349066487697607
