,passenger_count,year,month,day,dayofweek,hour,minute,second,distance
13473,1,2010,11,4,3,11,26,0,1.946916790401535
5597,1,2009,10,20,1,2,50,0,1.6667086262698352
3118,1,2013,4,30,1,8,0,0,0.7422541954290381
10131,1,2015,1,17,5,22,38,51,1.4467288519901196
4910,1,2014,8,12,1,17,19,0,0.5944052955041368
8300,1,2012,8,11,5,23,21,40,0.3079270887809748
1341,1,2013,4,6,5,10,35,43,1.1898868899977109
12134,1,2012,6,13,2,17,29,34,1.2451488620619902
11911,1,2012,5,19,5,20,24,53,0.2554152072895827
14996,5,2011,3,24,3,15,0,0,1.1752829198101336
2782,1,2009,8,22,5,3,24,0,1.10263415713158
3468,1,2014,11,9,6,21,55,16,1.113463496852715
668,1,2014,10,30,3,23,19,0,1.484063853971749
9261,1,2013,11,26,1,6,56,0,2.069926904294483
3190,1,2009,4,10,4,19,14,6,6.026457771770182
11063,1,2013,9,3,1,9,3,53,3.492964402647896
7959,1,2010,9,12,6,19,1,46,1.525801457709042
12094,1,2011,11,8,1,21,22,44,0.5769999276700515
11065,1,2010,5,12,2,22,34,25,3.1610160961741136
13377,1,2010,6,5,5,23,40,0,1.6285552753486983
14341,1,2011,3,28,0,4,51,16,0.8926637986621612
7928,2,2010,1,11,0,7,54,18,0.4717671459064961
1035,1,2013,11,26,1,2,4,34,1.7804255817710302
7821,1,2014,3,24,0,21,40,0,0.4359020733077265
5217,1,2013,3,10,6,0,14,53,3.067124237789287
13824,3,2010,7,8,3,20,25,6,1.6618523368965994
2213,1,2014,10,2,3,17,49,54,2.1169084964214155
9829,1,2010,1,8,4,10,19,21,2.807795103957921
2531,2,2013,3,29,4,4,15,34,1.6509612529047832
11209,1,2012,1,5,3,12,16,35,1.8814969882460266
15804,1,2011,11,11,4,10,5,25,0.5229691749066513
7453,2,2014,4,4,4,23,28,15,0.8314773351270068
3051,1,2009,3,16,0,23,47,5,0.7102736469879349
4880,2,2015,2,8,6,20,35,37,7.235003441325496
3616,1,2014,7,24,3,21,31,53,0.3033782743175431
12833,1,2009,12,28,0,13,16,10,1.588684184721565
8471,5,2012,2,5,6,19,48,0,5.506680416808903
5064,1,2009,8,31,0,16,19,0,1.7405671915212075
15798,1,2011,11,11,4,12,5,51,3.2548568062075116
13339,4,2010,11,7,6,18,50,0,2.0902751930118275
13069,1,2010,9,10,4,9,46,0,0.5986493620303376
8509,4,2013,10,4,4,17,34,45,3.7171333890202334
1452,1,2009,11,1,6,8,1,25,1.4325392947131466
15026,1,2010,2,6,5,13,22,17,0.7430156291074356
52,1,2013,1,23,2,7,1,38,1.4180328478753574
8277,1,2013,11,1,4,10,38,6,0.5439287518920397
3675,1,2010,9,10,4,14,11,0,0.8114257341061216
4502,1,2009,10,27,1,3,17,24,2.086915607331752
1917,2,2011,8,22,0,12,55,0,1.3005395920100784
5213,2,2012,4,8,6,15,8,0,0.19574746856112224
6207,1,2013,12,13,4,16,26,18,7.067826773620873
12715,1,2013,10,29,1,19,46,58,1.3799508840512913
10076,2,2015,5,24,6,17,43,38,0.4104573710451473
11320,1,2010,3,12,4,12,59,55,0.744829225344733
12966,2,2009,9,4,4,20,42,27,1.4744143188024612
7678,1,2010,12,10,4,2,21,55,1.2755642146330985
14799,1,2014,2,7,4,9,29,57,0.3591216292872606
1057,3,2015,6,1,0,22,19,12,1.5620669281366966
1506,1,2012,10,23,1,20,24,0,2.625815590880721
12569,4,2010,3,23,1,15,11,0,4.621948081039117
3868,6,2013,12,21,5,14,37,0,0.8491574630386579
13673,2,2011,6,24,4,4,35,11,5.552283478603183
3301,1,2012,5,9,2,10,27,30,4.212706687795802
7594,3,2012,3,29,3,6,56,0,1.7844940485680996
172,2,2009,6,6,5,23,56,0,0.6884451115514697
5671,1,2012,12,10,0,17,9,0,0.3697580271785325
643,1,2011,5,9,0,22,27,35,0.3064612444572921
3994,1,2010,4,21,2,22,21,0,3.8220969521857717
8159,1,2012,1,3,1,12,17,30,4.398059847662867
516,1,2009,7,30,3,21,24,21,1.304084792421608
15852,1,2010,4,8,3,23,15,54,3.2871284366371603
904,1,2014,12,18,3,8,6,14,0.8041846167337883
15505,1,2013,2,4,0,15,28,0,2.2447198152509924
14384,1,2013,8,10,5,4,1,45,1.1818696035153509
1911,1,2014,2,8,5,12,13,51,0.8698159916482471
6393,2,2012,5,3,3,7,24,34,2.6506531728493634
11275,1,2010,9,1,2,21,40,22,0.8630494704061412
14420,1,2014,11,3,0,15,0,40,1.3361480326775454
5563,1,2010,7,19,0,2,25,35,2.5328923616088486
2678,2,2013,6,18,1,13,18,0,0.7948670606289475
7042,1,2013,11,13,2,0,6,0,1.0622692660261526
15273,1,2015,1,19,0,12,38,38,1.574095183960521
3670,1,2009,7,10,4,15,36,0,2.481144782517685
15608,1,2014,3,8,5,15,28,0,1.485365793535083
3366,1,2009,11,13,4,8,28,10,0.5833478314603733
3398,1,2010,6,18,4,7,37,0,4.682273913868465
6858,1,2013,2,21,3,15,18,38,0.7815138505777554
2943,1,2015,3,5,3,10,17,42,1.1940768535305295
11081,1,2014,5,7,2,2,8,40,0.9005082918988495
14715,2,2013,2,2,5,11,37,26,1.376393859595648
12043,1,2010,3,20,5,22,12,0,2.8584073040713767
10065,3,2010,9,15,2,12,14,0,3.9992558517388224
6689,1,2009,3,19,3,20,59,55,1.1643060002552086
4464,1,2009,6,13,5,0,51,40,1.3057964022174013
5999,1,2010,9,5,6,15,52,0,1.4770588183102173
5954,1,2012,3,20,1,9,16,45,1.4501048684670153
6641,1,2013,6,12,2,22,26,0,2.9430609088740662
1098,2,2012,7,29,6,2,28,5,2.4146262003071968
5061,1,2014,12,16,1,1,5,0,0.4083494577373393
3461,1,2011,9,22,3,23,52,0,0.4715201522551583
14437,1,2014,1,16,3,16,6,0,0.9265436345570728
11480,1,2012,3,9,4,12,23,43,3.016717655760979
12504,1,2010,6,18,4,21,14,0,0.26667482724483327
5758,1,2014,1,5,6,17,53,0,2.2156932901368505
5637,1,2012,11,18,6,1,4,56,0.7991010366246227
7093,1,2014,7,27,6,19,13,53,1.2416811761926243
11899,2,2009,10,6,1,13,33,0,1.7248051559119617
10255,1,2010,7,23,4,23,23,33,1.2888293105611017
13734,1,2010,7,1,3,13,12,0,0.7557386839753176
9133,3,2011,1,26,2,12,9,0,0.9343675811191087
3723,1,2013,11,14,3,11,4,29,1.0162761580618045
2479,6,2013,3,3,6,1,31,0,1.2495521453805714
3438,1,2014,8,10,6,17,50,0,1.0151145853809207
1120,1,2012,12,3,0,23,37,0,2.0752957725316037
7241,5,2011,11,5,5,16,3,0,2.9207813811915497
10645,2,2009,7,4,5,14,51,21,4.607178566287054
11371,1,2012,7,16,0,9,7,40,0.48996506968007314
2468,2,2010,4,25,6,8,23,0,2.382047445038407
2621,1,2013,7,6,5,14,57,10,0.968277345359877
7621,1,2015,3,21,5,8,23,35,1.9165979093777152
9079,1,2009,5,14,3,18,0,0,1.0912752582892047
4936,1,2015,2,9,0,16,8,16,3.670858156605807
7808,1,2009,8,3,0,18,13,0,1.3424034498253943
4109,1,2013,4,23,1,20,34,0,3.331897792485338
14084,1,2009,11,8,6,16,12,0,0.6318339781218113
14395,2,2009,5,15,4,23,39,32,2.288537767801418
14293,2,2010,4,5,0,22,43,49,1.2979390657640866
9413,6,2013,3,16,5,17,31,0,2.6784172699816646
1848,3,2010,10,30,5,19,38,0,1.2066333501076758
12931,2,2014,3,1,5,20,1,0,0.5823895150208067
1837,1,2013,6,5,2,21,19,40,0.5752711455018051
11878,1,2013,2,23,5,23,45,42,1.34035030527584
5762,1,2014,10,19,6,14,10,43,1.0723101218336362
4532,1,2009,10,27,1,7,39,21,1.2948092617978897
1517,1,2012,3,8,3,10,49,0,2.0774337893718218
3852,1,2011,3,19,5,11,57,0,0.9026585829267796
2635,1,2010,4,27,1,18,3,0,8.450578304808705
6685,1,2009,5,12,1,11,7,12,1.5238414622270346
6931,1,2013,7,18,3,14,56,28,2.3017832576699853
4494,1,2009,2,1,6,15,10,3,2.05312086782852
13319,1,2012,3,19,0,18,24,0,6.756174951878785
6812,1,2013,1,18,4,17,49,0,1.1864761405354218
6273,2,2014,4,19,5,12,26,0,5.049231475969054
7658,1,2009,9,6,6,22,44,42,3.140489255726497
945,1,2009,11,20,4,0,31,0,0.8428520980735692
10302,6,2014,8,29,4,5,1,0,2.973355275077916
9924,3,2013,8,16,4,19,15,20,1.2022540788312215
4782,1,2009,10,10,5,17,59,0,0.43025267714951765
5366,2,2015,6,28,6,22,1,41,0.851467857723898
9233,1,2014,4,13,6,1,8,30,3.477285974383648
5374,1,2010,9,9,3,22,22,4,0.6898449397247542
9903,1,2013,12,28,5,9,53,0,1.2365038563030037
7462,2,2011,2,28,0,19,38,0,0.919833759752269
5196,1,2012,6,10,6,1,11,0,10.17299566649344
6842,1,2012,1,18,2,13,47,11,1.9719711349758229
6856,2,2012,7,15,6,0,30,54,1.0720375225814838
9783,5,2012,6,14,3,10,40,0,1.0148469116984802
3774,1,2015,6,2,1,21,20,39,0.3757067584332708
7065,2,2014,12,15,0,22,24,0,1.828597370912975
1171,1,2011,1,27,3,19,30,0,0.5553581315364433
1654,2,2010,12,2,3,8,21,0,0.8300371218432608
12990,5,2013,9,10,1,18,30,0,1.2757426453365275
10382,1,2015,4,15,2,9,46,41,0.9183395218874337
11382,3,2012,11,18,6,1,59,23,11.794630432225254
8792,1,2014,6,22,6,9,43,37,0.9154714508517648
2679,5,2010,5,18,1,21,43,0,1.2556617546833815
13197,1,2010,1,24,6,13,58,36,0.5109444280815776
13005,2,2011,6,9,3,1,29,50,1.762517541188899
5263,1,2011,7,30,5,20,22,0,2.3957173592824947
1492,1,2011,2,14,0,20,18,0,3.941262408020505
14796,1,2013,7,7,6,12,22,0,0.29655227453535776
1244,3,2009,4,2,3,17,50,59,6.273957557980345
2500,5,2010,3,10,2,15,3,0,0.4403457839528596
14673,1,2014,6,28,5,15,21,0,1.569170752374569
4469,1,2014,12,18,3,17,22,0,1.529374099408774
8947,1,2011,6,2,3,8,3,30,1.554438583482311
239,1,2009,2,13,4,16,54,52,1.056936618082661
2065,2,2013,7,30,1,11,10,2,0.6020307092862224
7811,1,2013,10,25,4,14,18,29,0.9979257043936789
11797,1,2010,7,21,2,20,20,49,5.3938892486608525
12890,5,2010,9,19,6,17,48,0,0.5583276300593873
16000,1,2010,12,4,5,9,40,0,2.634176697418226
12464,1,2012,1,29,6,22,9,13,6.891525322056117
1060,1,2011,3,24,3,22,20,12,3.7020004986877924
11679,2,2009,7,9,3,21,57,0,3.9786800546135135
15457,1,2014,7,14,0,22,30,1,0.4379176328516168
10128,4,2009,1,17,5,12,53,0,3.209821631308683
5138,1,2015,4,27,0,21,4,42,1.187503119080969
10079,3,2012,11,2,4,12,45,35,1.0255224969501084
8621,1,2015,6,8,0,11,23,55,0.23414430533108152
8893,5,2015,1,12,0,8,50,32,6.179617219173856
8600,1,2009,6,16,1,18,41,0,0.7168316787547846
880,1,2011,6,1,2,22,39,35,2.688549547839746
4313,1,2010,12,31,4,21,32,53,1.1050382805300554
14733,1,2012,3,28,2,13,49,38,0.6820723203053227
11419,1,2011,3,21,0,13,45,0,3.517098082393161
38,6,2013,11,24,6,11,42,0,1.4571852162281964
2226,6,2013,12,4,2,14,1,0,0.5878143451775045
6109,4,2011,2,19,5,20,54,0,1.5992710303761772
5559,1,2012,1,27,4,10,51,0,0.35060972610683655
15874,1,2011,7,27,2,7,17,28,0.7798222737305691
11161,2,2010,9,13,0,10,13,20,1.4600258641497166
11715,1,2013,3,17,6,13,30,24,1.6868303284375306
11363,1,2009,4,1,2,9,9,31,0.7864304331893176
13504,1,2013,11,16,5,11,53,0,0.8536282680310975
9915,1,2014,12,23,1,17,58,0,2.9957880296358423
5763,1,2010,8,4,2,23,42,0,1.5130158060851522
2577,5,2011,7,3,6,8,1,0,3.3658983002242415
5440,1,2010,2,26,4,3,58,27,3.4620248906390203
3429,1,2014,9,3,2,5,46,15,0.6671795830576485
15154,1,2011,7,1,4,18,53,21,0.88580265731713
1546,1,2010,8,11,2,18,56,15,6.159005826208152
10905,1,2010,1,21,3,18,39,45,0.715830341704704
7057,5,2010,3,16,1,18,31,0,7.394468616825311
502,1,2014,8,1,4,1,59,0,3.6011311663956818
12099,1,2009,7,29,2,23,54,0,0.8868341407210916
7517,1,2009,12,15,1,21,10,47,1.0314117877027975
4162,1,2010,12,17,4,2,36,0,3.3573822243076172
5415,1,2012,3,4,6,11,49,41,1.4092067464405276
7386,4,2011,2,5,5,17,24,15,0.7159839246851615
10378,1,2009,11,2,0,16,55,0,0.5811822293225392
12444,1,2010,8,12,3,22,34,0,0.7756650897689545
12880,1,2010,10,27,2,14,34,0,1.2580272592943327
10952,1,2010,8,4,2,14,52,0,1.606864893474138
3270,1,2009,4,2,3,18,41,0,0.22175614142965433
6640,1,2012,11,20,1,17,6,2,7.024456540723116
5506,2,2011,6,19,6,1,36,0,1.6603591350491953
3452,1,2011,1,24,0,13,22,54,0.2682359194906534
10285,2,2011,2,9,2,9,59,0,0.9265519407225778
12617,1,2013,1,13,6,10,56,0,2.303677969710289
5360,1,2015,5,30,5,8,3,12,1.4592442522750777
901,1,2012,10,5,4,13,34,41,0.6780116144100408
4602,1,2014,2,15,5,21,7,0,1.2361419595798875
15689,3,2010,10,29,4,21,31,33,0.7487197888896723
10662,1,2011,5,17,1,17,4,0,1.3743937019889478
1323,1,2009,4,3,4,22,31,0,0.6579454439797688
523,1,2013,8,6,1,23,24,46,0.3981268633380489
8490,5,2011,3,24,3,14,59,0,2.6109832172331147
796,1,2009,11,5,3,0,57,13,4.3497472763182
4843,2,2014,9,29,0,7,48,1,0.7579630600789422
13746,1,2011,5,9,0,22,33,0,0.7847554440282113
8928,5,2009,2,21,5,2,20,0,1.2915236797473886
3185,1,2010,11,13,5,7,42,7,2.244736699120378
7284,1,2010,8,21,5,11,42,43,6.310696408679258
2390,3,2010,4,29,3,22,35,45,5.194900639309462
14881,1,2012,6,2,5,17,38,53,6.241501882582042
5149,2,2013,4,1,0,18,48,0,1.1221546368739654
6674,1,2015,1,12,0,17,1,10,0.6625529435439462
4896,2,2011,12,9,4,20,10,13,1.836741817411205
3142,1,2013,1,2,2,13,38,9,1.195616931387169
194,1,2013,5,2,3,7,41,0,4.383894142964484
3838,1,2014,7,21,0,18,43,37,0.7432181457932697
12545,1,2013,2,13,2,12,52,0,0.8128796563424554
721,2,2010,4,17,5,23,43,40,2.165852976378844
6719,1,2009,9,6,6,0,1,4,3.168000551644819
514,3,2011,12,17,5,13,53,0,0.9571954953085111
12693,1,2014,12,6,5,3,24,45,1.377909979668892
3203,1,2014,4,18,4,9,20,0,0.5261671080165234
13883,2,2011,2,3,3,7,40,8,0.30431142277350776
1729,1,2013,5,8,2,17,6,16,0.8963325522142781
950,1,2015,4,7,1,18,37,37,0.5473405661938889
8770,1,2009,10,13,1,11,43,12,1.1265109170284218
1210,1,2013,4,16,1,18,50,0,0.8644610500273389
7818,2,2012,12,11,1,13,50,48,0.9312378230682626
7670,1,2010,12,8,2,7,36,11,0.9753833648556871
2,2,2011,8,18,3,0,35,0,0.8631667046810753
6841,1,2011,3,24,3,13,20,0,0.5620617755993949
8732,1,2012,5,4,4,17,57,0,0.4138062889056607
14313,1,2010,7,24,5,13,47,0,1.873264285636783
10750,1,2014,7,25,4,17,28,0,1.5037177173366747
6701,1,2013,11,19,1,16,58,8,2.0184076644139526
2957,1,2014,8,11,0,10,13,4,0.6860107727288641
2375,4,2012,2,23,3,13,46,0,3.6753889864262725
2595,1,2009,7,25,5,21,24,2,0.5217357972700896
5186,1,2013,12,17,1,20,30,49,0.4574160429184764
10874,1,2011,4,23,5,2,39,0,0.7319038286858557
5560,1,2009,10,26,0,19,2,28,2.0179578071043553
11306,1,2009,11,30,0,19,44,34,2.5367577353978814
7674,1,2009,3,29,6,21,5,48,0.48668204815264104
1349,1,2014,12,11,3,14,49,0,1.7663506754410991
8389,5,2009,11,23,0,21,45,0,0.8668928857602045
3122,1,2012,9,19,2,19,1,16,1.6906871569580828
3710,5,2012,11,4,6,3,11,0,1.153962342251149
4642,1,2012,3,26,0,21,44,22,1.9470156756202306
10924,2,2010,10,16,5,13,23,0,3.1546606473778347
7232,1,2014,3,10,0,8,29,47,3.5781717247508524
6104,1,2009,8,20,3,17,18,39,4.446978982910152
12633,5,2013,12,28,5,0,33,0,1.7056036535773669
14832,1,2012,3,10,5,3,9,0,0.5309496286330778
3662,1,2014,6,22,6,20,52,0,1.379052445584096
11676,1,2009,7,23,3,15,46,28,1.8778026024707701
9580,5,2014,4,1,1,14,45,0,0.9837359590427426
13980,1,2014,12,24,2,15,4,0,0.5484108193444744
8597,1,2015,2,2,0,18,23,11,0.9677394897482517
9800,5,2013,2,26,1,18,38,0,0.9398382268273551
10040,4,2012,3,31,5,0,58,28,1.6994689261536142
12762,1,2015,6,20,5,13,49,55,2.319289208852316
8453,1,2011,8,9,1,20,43,57,3.5025135420624074
13569,1,2014,5,14,2,9,8,0,1.1880432761193533
1179,1,2012,1,17,1,4,55,0,1.2204304745544825
8533,5,2012,7,3,1,17,15,0,2.2488127752349167
3674,1,2009,7,19,6,17,59,0,6.722749625383233
7491,1,2014,11,30,6,21,20,0,1.6700426615758597
14614,1,2012,6,27,2,23,32,0,1.2531412014324825
12132,1,2014,11,15,5,1,56,36,4.243665553483402
7399,1,2013,5,19,6,22,20,13,9.478567620330317
951,1,2011,5,27,4,9,51,30,0.8064035596666284
786,1,2012,3,15,3,20,31,31,0.5891047856157244
11232,5,2012,9,9,6,5,4,0,2.1820340925753943
11796,1,2011,11,24,3,21,25,0,1.8787386518487441
7917,1,2012,12,3,0,21,32,0,2.755948278898306
2089,1,2014,10,30,3,18,44,53,3.924752143669222
67,6,2014,4,29,1,18,28,0,2.320261858528769
5059,1,2012,4,1,6,17,17,44,1.9669250222976054
232,1,2010,5,24,0,14,24,0,12.634178922453893
8082,1,2011,1,30,6,23,36,21,3.796204278221655
6901,1,2010,2,23,1,14,54,0,1.368148947610794
14866,3,2013,8,10,5,20,49,3,1.5631260742296869
13430,3,2014,9,27,5,22,42,54,0.7981743464494033
9931,5,2011,12,15,3,16,33,0,0.9696305455921765
14537,1,2013,5,19,6,20,41,0,3.472281160098002
1201,1,2012,7,11,2,19,50,3,0.815975578065895
12125,1,2011,4,9,5,17,18,6,4.850775619054753
9318,2,2015,6,11,3,21,26,55,0.6401955399269423
15450,2,2012,10,7,6,1,2,54,0.7732716542597312
4618,1,2012,3,31,5,15,59,0,0.8477517113971536
15973,1,2009,12,20,6,14,13,0,11.923648500219654
10631,6,2012,8,5,6,14,28,0,1.7833738579825924
7127,3,2009,10,15,3,18,57,26,0.39779345861517307
6634,1,2012,3,1,3,22,37,22,2.831307599031064
8912,2,2013,6,4,1,19,19,50,1.1488249317587336
10082,1,2011,7,13,2,19,21,0,1.2478499464387076
6801,1,2013,1,1,1,18,58,53,1.433042382468491
9539,1,2010,1,8,4,20,49,46,3.1493498449185733
987,1,2012,5,28,0,19,31,0,1.2912483375868307
928,1,2011,11,3,3,23,7,0,12.641007571974738
10469,1,2011,5,8,6,18,37,0,1.346733288672652
2861,1,2010,9,29,2,10,58,0,1.15377032232662
1770,1,2010,8,11,2,19,51,25,0.6419271546884546
3582,1,2014,4,19,5,19,57,23,1.9799901304417686
9395,3,2014,6,16,0,9,43,52,1.758059372934535
13428,5,2014,11,12,2,10,26,0,0.37145795400891424
2767,2,2013,6,15,5,0,29,22,0.237684818727161
6290,1,2012,10,26,4,9,27,57,3.580819944343198
8876,1,2009,9,29,1,8,46,0,8.237169445134162
2508,1,2012,3,15,3,15,6,0,0.5680803942131872
8859,1,2011,8,25,3,14,9,44,0.36719287612160084
11351,1,2014,2,20,3,20,59,42,1.4257155729410502
2240,1,2011,3,29,1,13,59,57,0.827721759641782
12609,1,2009,10,8,3,14,33,4,1.9819394440264728
1119,1,2010,6,27,6,11,47,0,3.568029420484707
14736,1,2009,7,6,0,15,42,50,0.3227414437030949
11412,1,2013,10,23,2,22,45,0,1.8895252614849392
15891,5,2012,3,15,3,11,27,0,2.3836922439540214
13130,1,2013,10,3,3,19,5,0,4.321385399550176
12265,2,2015,2,4,2,9,27,36,0.5457148006535089
13847,2,2015,1,12,0,20,31,11,3.1985866412766253
9989,1,2010,9,30,3,22,14,3,0.8940834075272955
5844,1,2013,11,9,5,22,17,51,1.8621657208444737
3239,1,2011,2,27,6,18,51,0,1.0829625679168666
8233,1,2010,7,14,2,10,48,55,1.5412420482697806
2275,1,2012,3,28,2,18,33,0,2.156763173400406
3146,2,2011,12,14,2,2,28,0,4.7276363053565245
9771,5,2009,12,25,4,16,54,0,1.478302896809839
12313,1,2015,2,14,5,14,2,14,0.5179249929234317
12838,6,2014,5,24,5,18,25,0,0.6834868522495838
8959,3,2013,8,19,0,10,41,11,0.8975455773107934
1699,2,2010,3,9,1,8,2,0,1.4589713853336261
15772,1,2013,5,9,3,19,13,0,1.398392734618612
8429,1,2013,2,5,1,20,50,4,0.8539189402037491
1114,1,2015,3,3,1,11,11,34,0.4548321750369811
1925,1,2012,9,6,3,20,0,0,0.6803485935877701
814,1,2010,11,24,2,12,46,52,0.31169319163710585
3822,1,2009,5,12,1,9,50,0,4.7426748640630825
10338,1,2010,1,27,2,9,22,0,0.33000810883494514
12377,2,2012,10,25,3,20,19,0,1.236156857364447
12226,1,2010,8,21,5,0,54,0,2.1747606787834304
14510,1,2013,1,10,3,11,47,48,1.135333885852509
6505,1,2014,10,21,1,18,20,3,4.098900430182566
9777,1,2014,6,15,6,0,52,0,0.6660885493995469
3559,1,2011,6,19,6,1,9,0,1.618170737637552
15015,1,2010,2,20,5,1,40,0,1.6571419676559804
4946,2,2010,8,28,5,12,30,23,3.2954986752206272
9176,1,2009,1,3,5,12,26,25,1.1002874146521198
11766,1,2011,6,24,4,6,58,44,5.3553494466459215
2046,1,2013,5,22,2,21,54,46,3.116074007724652
4079,1,2010,9,17,4,17,29,59,0.5159176011277559
8855,1,2015,5,26,1,11,48,16,0.9724433846910019
4521,1,2009,5,27,2,0,33,27,1.825309062180063
11352,1,2011,10,11,1,21,44,0,0.9840442629940639
10552,1,2015,6,18,3,14,54,57,1.3911572244719574
14007,2,2012,4,28,5,18,4,0,1.480715258307551
5731,1,2013,11,3,6,17,51,0,0.7146625765676086
8832,5,2014,6,6,4,9,4,0,0.8326398342962771
8892,1,2013,9,20,4,8,47,0,1.0401351130013317
3044,1,2010,3,10,2,0,26,15,2.5283074583533165
6428,1,2013,11,23,5,15,29,0,0.9850336998543738
12956,1,2014,2,27,3,14,52,0,1.0176561970156042
8957,1,2011,6,10,4,20,2,7,2.6780663684663053
6404,1,2009,3,12,3,8,59,0,0.819733328816439
15100,1,2010,11,20,5,12,46,50,4.3109115484871285
4222,1,2012,3,21,2,11,54,22,0.31480226888329993
25,3,2011,6,21,1,16,15,0,1.5726626844098
14163,2,2013,12,3,1,0,44,0,3.4127441196335937
13007,1,2014,12,9,1,7,57,0,2.0553999809084305
12153,1,2013,6,8,5,10,37,31,0.5189968108766394
11413,2,2014,4,15,1,7,51,53,0.6300155913127142
3387,2,2010,11,9,1,23,7,1,2.30197465630333
15312,1,2010,6,1,1,7,36,32,2.1484000736843103
1488,1,2010,10,20,2,9,27,0,0.9097634582938203
4990,1,2012,5,6,6,1,59,0,1.1069769431921737
3038,1,2011,12,19,0,15,50,31,0.746335356438833
4296,1,2013,3,27,2,11,50,54,0.3637505752599007
13098,1,2012,2,10,4,8,31,40,1.908559353798967
15656,2,2015,4,6,0,1,52,30,1.659506870542237
4355,1,2012,7,27,4,15,33,12,0.5019072189253948
11915,1,2014,7,2,2,21,14,53,0.74334889808041
3550,3,2009,2,14,5,19,20,38,1.966605048176678
15976,3,2010,3,31,2,18,58,14,3.325391655878772
7899,1,2012,10,1,0,8,21,0,1.1806139628656918
7906,5,2011,6,13,0,21,34,0,3.802298426501813
2886,1,2011,10,27,3,14,41,0,0.9292594320983361
5216,1,2012,11,19,0,16,39,4,0.7709381951629327
13448,1,2009,1,6,1,8,56,0,1.356853458729664
9812,1,2011,8,9,1,20,57,58,1.002235076719852
5473,5,2009,12,17,3,15,54,0,0.4830325572246205
9949,1,2012,11,26,0,8,38,54,2.1320226784021528
7263,1,2010,12,18,5,11,20,4,3.4231621242629156
3792,5,2009,12,23,2,12,3,0,1.2565241330638046
10903,6,2014,12,16,1,22,48,0,0.4998608379602123
5137,1,2013,9,21,5,19,26,27,3.25410847871268
5906,1,2013,12,5,3,19,31,13,0.7511389011026774
8131,1,2015,4,30,3,18,13,51,0.4265547321670034
1689,1,2009,9,14,0,17,30,0,1.5923777918146944
8759,1,2011,10,15,5,16,57,23,6.284872708786383
12071,1,2009,10,23,4,15,3,0,2.011994356046949
8536,1,2013,12,24,1,10,22,0,4.167795739684829
6906,1,2010,12,2,3,19,52,40,0.6365571476235173
768,1,2010,3,12,4,13,30,0,1.1146159208192183
13325,1,2012,10,6,5,14,4,0,1.841865306877538
5545,1,2013,12,8,6,1,54,31,0.8425542666869574
12510,1,2009,2,19,3,13,27,0,0.6944124365569336
5883,1,2013,2,28,3,12,59,13,0.433904033987367
13208,2,2012,3,23,4,20,49,0,1.0760803602989726
14421,1,2010,4,21,2,19,58,0,4.32309039955482
13327,1,2009,11,24,1,19,7,0,0.9619364255383286
11997,2,2009,4,25,5,23,1,22,1.6738970858537128
11091,1,2011,4,3,6,20,19,12,1.746965875929005
13245,2,2013,4,21,6,19,38,55,0.7183724683859324
9358,1,2012,5,6,6,1,2,0,0.4301005309993937
14932,1,2009,11,26,3,1,51,0,5.61828494386754
9901,1,2011,11,13,6,23,55,2,1.9218121058999704
8619,1,2010,12,21,1,17,20,41,2.463240981892047
4551,3,2014,11,15,5,18,36,0,1.2954245088774359
4590,1,2013,8,31,5,23,48,0,0.4990755069153837
11100,2,2011,2,6,6,2,56,0,1.4466512432565253
12871,3,2014,6,18,2,18,22,37,3.3694747438251356
12978,1,2012,11,22,3,3,57,29,1.9855464373540692
2111,1,2009,4,20,0,12,31,8,2.720000664224619
9401,1,2012,2,22,2,9,18,20,0.9199960335679063
3123,5,2012,10,10,2,9,26,0,1.8980527384053716
495,1,2011,3,20,6,17,25,0,0.8085017588207707
11291,3,2012,10,8,0,13,51,5,0.2774976290368007
7187,1,2015,6,10,2,14,0,7,1.6601051951534949
12586,1,2013,5,14,1,8,46,0,0.7927900301034487
13150,1,2013,6,8,5,13,8,33,1.4569385002461863
6300,1,2012,5,8,1,15,45,0,0.7231504995115156
6306,1,2009,4,12,6,19,19,0,3.2687648294984215
11353,1,2012,9,24,0,19,46,17,2.160018119894892
11792,1,2009,2,11,2,23,6,40,1.3685423205609888
15421,1,2012,10,4,3,7,53,3,0.6809106378434571
10028,1,2012,5,4,4,22,46,19,1.0938456579429348
13625,1,2009,6,23,1,20,50,0,1.1355498022414525
13419,1,2014,1,28,1,17,6,13,2.1753584436924336
14502,1,2009,5,1,4,18,10,18,2.4147392314785514
5859,1,2013,8,10,5,21,2,0,0.745729724781855
8003,1,2010,12,16,3,18,34,54,1.504193436636008
520,1,2010,2,12,4,21,30,3,1.9992535890541894
2581,1,2010,11,1,0,10,56,41,8.710789827868004
3688,1,2013,10,8,1,3,9,44,0.7093924948988258
5099,1,2009,6,23,1,14,22,0,1.6468973096587156
2583,1,2015,1,15,3,22,32,27,1.5024103422471886
12891,1,2011,9,7,2,20,25,0,3.092577141731852
13561,2,2010,5,6,3,13,29,0,0.909715888294823
939,1,2013,6,25,1,18,51,0,0.8942735837663259
10407,1,2015,4,22,2,7,34,59,1.1972454850869316
11875,1,2010,8,9,0,5,20,23,2.0126010142065023
